Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
RN7SL73P	23.538315027279936	0.4590314569263021	0.20556077157474673	0.0017112217971758654	0.024750449327589238	TRUE
RN7SL293P	5.002180201863933	0.4587059277698362	0.287483114162642	0.005739526962069574	0.04263078212901172	TRUE
DNAAF3	13.408811580313412	0.4586665051229893	0.2632699801012235	0.004076487041177763	0.035920431434308654	TRUE
HSPBAP1	212.12101050919088	0.45818360751549264	0.15556800829722756	2.552050918469949e-4	0.01204568033517816	TRUE
SLFN12L	161.26248969793943	0.45805916821685877	0.2069808863200697	0.0017400894657565772	0.02488077954409717	TRUE
PTGIR	65.40525126328365	0.4578245455603425	0.21432807966281847	0.00215127047924409	0.027311479119969066	TRUE
LINC00939	115.62459711053806	0.45782311908433393	0.19967943348048856	0.001463155948290428	0.023390060033704245	TRUE
PALLD	1114.1746154320974	0.4573990239522419	0.1455986388087715	1.3631074814398502e-4	0.009177722489741486	TRUE
LINC02303	13.526540386596288	0.457263660997303	0.21712874944361302	0.00215584321045035	0.027337916009321273	TRUE
TAT	19.28066146112036	0.4570167391278434	0.22104916946503256	0.002495213516506536	0.02900661682911763	TRUE
MAPK10-AS1	9.005544264365337	0.45699786857534286	0.28245462772433516	0.005553284138891173	0.04205285494789836	TRUE
C13orf46	50.88636480221894	0.45677108360704066	0.2425391731718126	0.003412159731571941	0.03297220792534609	TRUE
LAMA1	198.12275076978364	0.45624104009489747	0.17015611402388706	5.404448641994345e-4	0.016067355625004488	TRUE
CYBRD1	887.242445408445	0.4562004650936715	0.12557651151882315	2.3065573391593673e-5	0.0048441936337647925	TRUE
LOC101928168	24.36412877275151	0.456173921073692	0.16278930537125116	4.042725798557981e-4	0.014281802311819336	TRUE
ANKRD40CL	21.6967261318393	0.45613107037302625	0.24154220075339025	0.0033820510325834477	0.032833720202671876	TRUE
OR8G1	74.95749652430543	0.45609486633035673	0.17297364394712597	6.246536632045259e-4	0.01659143737921543	TRUE
SDC2	863.5929414569755	0.45607546312463493	0.19310701232661853	0.001403817786916543	0.02290214266708824	TRUE
LINC02071	25.703434634858187	0.4557057407490229	0.2148685387433052	0.002201474600878739	0.027574489527671022	TRUE
FLJ40194	48.05134763069599	0.4556496682174919	0.17388434380377082	6.490891636082265e-4	0.016866003556548832	TRUE
CASP10	160.76364295633687	0.4556471529774715	0.14851114733260268	1.7298009832883595e-4	0.009974459473409854	TRUE
PRR23C	14.796986748205883	0.4556358783251505	0.2500929152913792	0.004026297325951973	0.03565570537164122	TRUE
LOC124901333	27.610639603505202	0.4552032729940578	0.18493676413594654	0.0010121396158978173	0.020130234654329133	TRUE
BBOX1	148.30787859350002	0.45457744729495614	0.21024495850329947	0.0019789245002784462	0.02637822960310834	TRUE
LZTS1-AS1	7.483031997526079	0.45454949789836097	0.316380812409183	0.006739588807639433	0.04594480851235316	TRUE
RNU6-866P	9.30822422107494	0.45448126045401527	0.20913349564492725	0.002008734029000019	0.026549618586529117	TRUE
LINC01550	102.51898071304146	0.45442219206941387	0.15843589149217663	3.264679887817165e-4	0.013204072790090202	TRUE
NPL	268.54078497772804	0.4542069534190086	0.1798801942667587	8.254584163154666e-4	0.018727843475018498	TRUE
STK33	258.62253748889873	0.45416058895276923	0.11934412648173526	1.2729726180910988e-5	0.0035976406386841273	TRUE
OR5B2	21.230652875500926	0.4537969975041323	0.1968124116276681	0.0014708116571019614	0.023430633579943006	TRUE
NLRP5	4.458238128547837	0.45370114525855887	0.33738287911748915	0.0075073005586501805	0.0483016088781956	TRUE
ND5	343990.89706084837	0.4535602470095877	0.17196882007599434	3.0002674204933057e-4	0.012704633538131348	TRUE
ADH6	8.103747265723616	0.4535581799835438	0.3170675224505342	0.0069877830415281195	0.046650138696344885	TRUE
CCR4	31.301752552997762	0.4535057342468646	0.17867978496824113	8.399986583910305e-4	0.018892577987692314	TRUE
AKR1C3	115.2537634483815	0.4534098004507358	0.1240139657060547	2.2912605726368762e-5	0.0048441936337647925	TRUE
GPR174	17.203234977087465	0.4530617759987116	0.2151747822508678	0.0022607050897455365	0.02778709914671532	TRUE
BDKRB1	27.923164935617713	0.45287021264034444	0.14172758834110075	1.2161428778176167e-4	0.008809286218940929	TRUE
MAP3K6	766.8548002506038	0.4526115887125344	0.17979384850404376	8.454803455264503e-4	0.018892577987692314	TRUE
LOC124900184	7.402730991605047	0.4524675595608797	0.2801757156948935	0.0056205615807782645	0.04216511816240834	TRUE
RN7SL132P	9.661661806847702	0.45237567236194137	0.2614577301989908	0.004723410378366068	0.03872770108849193	TRUE
IGSF5	28.395025053380007	0.4522666210647445	0.16150838976990678	4.0966627385705877e-4	0.014301421069505382	TRUE
EVC	208.5376648147614	0.4522612246935929	0.10827773497186138	2.754753648405864e-6	0.0017851546266160455	TRUE
ATP13A4	793.2240810746688	0.4522027424136078	0.21546533125030606	0.002259174928558701	0.02778709914671532	TRUE
TEAD3	157.29377655750454	0.4520628482415442	0.2288925342131567	0.002905505603109393	0.031059585419623597	TRUE
LOC100130357	103.73960626840085	0.4520458349879781	0.1939562292617419	0.0013615009309472716	0.022601507839916563	TRUE
LINC02709	14.69038628798651	0.45181712615256575	0.1721626515300683	6.451288953178992e-4	0.016828328193348913	TRUE
FGR	203.88195114560128	0.45175070570273207	0.16553407136126908	4.762006949778029e-4	0.014994754208296924	TRUE
HSD17B6	188.65597772755197	0.45168721606346546	0.15055323419248712	2.1332699335870168e-4	0.011073654267499771	TRUE
DSEL-AS1	28.00843251685357	0.45167564302829016	0.2122095850041946	0.0022461082722123977	0.02774330441265986	TRUE
OR2A7	9.841257210842398	0.4516447117227272	0.28298650457361507	0.005696123451719952	0.04251828178321109	TRUE
ADGRG1	6309.002400855232	0.45156835509608867	0.18405531096115288	0.001278291700148552	0.022175385408224876	TRUE
RN7SL804P	7.07414467276661	0.4514037198209722	0.3058196109318932	0.0067007810011224045	0.04583876010531994	TRUE
PLP2	86.26811181934261	0.4512389728378345	0.16923163751763584	5.770029378600657e-4	0.016414697436917383	TRUE
SCAT1	136.1385091561246	0.4511978559631418	0.20066845677290154	0.001660525019065302	0.024495283363270958	TRUE
OR5AU1	211.8815623499337	0.45113003988999195	0.1478598719671952	1.793715151561592e-4	0.010202995078093436	TRUE
PCAT5	12.880813717689929	0.4509962805208468	0.1984971667042198	0.0017001410523839176	0.02469519604769838	TRUE
LOC101929124	13.688651504835379	0.4509645123820736	0.2014033625220917	0.0016328575605644678	0.024303885095215732	TRUE
ARF4-AS1	15.31702442820965	0.4506510390200396	0.20877798050713653	0.0021187065884071773	0.027065530815746152	TRUE
WDR87	21.72652741733659	0.450497044417732	0.44531924577966503	0.009326833926768075	0.05399845276974577	FALSE
BMP7	1209.7148499654836	0.45025960875196014	0.18774751744015283	0.0011545826650026418	0.021161494289223762	TRUE
LINC02024	42.78395036135213	0.4496009602045045	0.21246130895641457	0.002273635682980591	0.027804160775931997	TRUE
RASGRP4	78.75372399002427	0.4495144984943984	0.18196455690605087	9.705767556240355e-4	0.019771633117009045	TRUE
SLC44A3	117.30825189995838	0.44939712822058164	0.20576710174607918	0.001915322858905028	0.026017694035071582	TRUE
ASZ1	29.322284812929237	0.4493640840337727	0.1754896549129616	8.011280405848806e-4	0.018487321678497065	TRUE
CCDC8	154.12971684255385	0.44885718625209803	0.1737344313450946	7.243728394103186e-4	0.017619804132822495	TRUE
AQP4	8274.821280184968	0.44858617213235574	0.26805189427915754	0.005590180217223276	0.042156037398912057	TRUE
LOC340512	4.01594125206665	0.44853876753318117	0.7484720607911898	0.008819906558413085	0.05238850569153927	FALSE
ABCA13	27.136231846469812	0.44834477777382153	0.24472902670532284	0.0038922819264532015	0.03516263530401211	TRUE
LUCAT1	296.414642549774	0.44825192952984555	0.17826838311436913	8.731362469566715e-4	0.019119991142195255	TRUE
LOC101927434	5.990040113795007	0.44822368652737127	0.3181262549826309	0.006968986003922599	0.046565682312258064	TRUE
IL6R	336.0323343427899	0.4482167501781461	0.21000927292701416	0.0023175927674812654	0.028057686137044704	TRUE
MIR205HG	21.325599630791068	0.4482134680284436	0.23305131016784714	0.0032847876293028177	0.03240296758021636	TRUE
THBS3-AS1	185.20862282048128	0.44817017004742615	0.15071229602051353	2.3277787654044725e-4	0.011484377477939478	TRUE
ZBTB20-AS4	20.763461431026144	0.4479312181882179	0.17581851521344902	8.65286949977815e-4	0.019119834805880444	TRUE
RHD	114.48325542385152	0.4477258559980901	0.17906972910491384	9.591158185324619e-4	0.019771633117009045	TRUE
FANCD2	193.27324338732492	0.4474538193543824	0.2511885442372514	0.00421550378361532	0.03642933658532348	TRUE
PLPP3	3078.062992435001	0.44690930031600673	0.2215290994249672	0.0031887983158174287	0.032257167938883155	TRUE
FOXL2NB	136.23919610791398	0.4466765785377762	0.14851430755856423	2.1710931679029294e-4	0.011165993586598911	TRUE
PRICKLE2-AS3	57.77906246633072	0.44666434539354055	0.18394922095989538	0.001143839045518888	0.02112063372667849	TRUE
LINC03033	544.566098731891	0.4465754616758616	0.21103843372154596	0.002306834310849733	0.02801488119043612	TRUE
OR2T33	54.353731950242995	0.4463532540711119	0.17255550362706146	7.272355858153998e-4	0.017619804132822495	TRUE
LINC01920	9.657845450072047	0.44633409154521225	0.22497667936514137	0.0028880145462755174	0.030980519678228277	TRUE
TNXB	2451.0587143878934	0.44627094421188623	0.1550424671036789	4.025855705793084e-4	0.01424418683416001	TRUE
ITGB3	60.65218980698892	0.44626559890897516	0.3941980834037823	0.00901548415219138	0.0530273543710085	FALSE
RN7SL670P	26.50771663273199	0.4461518216101724	0.2525640844688966	0.0044069095053694005	0.03747510118756178	TRUE
LINC02068	202.93419893721273	0.44602843716600005	0.19118553833557944	0.0013817468537896727	0.02272909857643182	TRUE
LOC101929290	61.63237572918269	0.44552156240579377	0.14369833909911264	1.6125259697304385e-4	0.00974228984097413	TRUE
LOC158434	41.90565507368376	0.44543746350409996	0.13377168832452463	7.622300935657344e-5	0.0075211083197874095	TRUE
CD40	113.73504740139836	0.4452409756700651	0.14317648818233736	1.6003581628441554e-4	0.00974228984097413	TRUE
LOC102725191	12.908343557265697	0.4448179385684696	0.2879199799700012	0.006116462331435829	0.04385230145312362	TRUE
CTXND2	3.3516053704619058	0.4447585289543108	0.35816502581974957	0.008459776297348596	0.05130097986725936	FALSE
FBXW12	73.97307327803485	0.44442389866508974	0.1952664481058578	0.0015794717551634698	0.02401930222993248	TRUE
NXPE1	6.156385496143302	0.4443714021289028	0.3661231800575784	0.00873883237397446	0.05205167039872182	FALSE
LINC01808	8.179680257386478	0.44389920892795065	0.2734315890431415	0.005588598791852903	0.042156037398912057	TRUE
IGFLR1	54.52345711404289	0.4438746564094103	0.20647370262738182	0.0020972661740427125	0.026957112440306446	TRUE
TGFBR3	392.6543565086438	0.443828660588778	0.1446233029619296	1.6077948669660172e-4	0.00974228984097413	TRUE
LOC105371090	4.741049714082622	0.443665143384677	0.266228744995084	0.00490862206226596	0.03949672275901313	TRUE
UGT2B7	3.530832554899631	0.44357722217083423	0.4381395797352844	0.009766393652763048	0.05517578566116775	FALSE
RANBP3L	559.2256651220988	0.44355813946769485	0.23354357204495454	0.0037379619607539223	0.03452973350320195	TRUE
FOXD3	3.4274726308046266	0.4435151672392556	0.3367670358100405	0.008177646450443594	0.0503782151168894	FALSE
OR2L3	80.23885405341862	0.44307129923499006	0.16913480134981768	6.790254360343345e-4	0.0172751786522645	TRUE
FBLN1	893.0335418148808	0.4429694106007843	0.11914656626153748	1.7828721268423594e-5	0.004299444835978807	TRUE
SLFNL1-AS1	80.92608268589377	0.44289565667767117	0.16549066703602844	5.897785540911186e-4	0.016545601299330744	TRUE
ST7-AS2	26.102559749125387	0.44276162198048835	0.18888301458061155	0.001330161164667318	0.02244979597174379	TRUE
RN7SL560P	12.70485615085817	0.44259899649728957	0.33825899059669867	0.008181987570116626	0.05039065360643256	FALSE
HTRA4	93.90235242737113	0.44256877852096277	0.2081435187043947	0.002226845047016142	0.027692319715296378	TRUE
HTN3	55.99992357873751	0.4423062939393551	0.253770469873124	0.004531880754381652	0.037933988007364604	TRUE
CA5A	169.32060789864497	0.44206054257183564	0.16411821503276294	5.553480209736128e-4	0.016189694441688853	TRUE
RNU5E-8P	2.7906281762334886	0.44204219765794295	0.5173358546057331	0.009358803103973445	0.05410991727212786	FALSE
TNFSF13	546.3897803262928	0.4418359851558001	0.1926543596563406	0.0016645947781365991	0.024521173527093324	TRUE
RN7SL678P	7.751513460338596	0.44176327373927077	0.34505556672034604	0.00805989582757365	0.05007925900045517	FALSE
BSG-AS1	7.78846250842671	0.4416108457415014	0.19939836526341193	0.0018050894858430049	0.02529811753784427	TRUE
RN7SL391P	28.73014627215065	0.44158727749241	0.30405750936119863	0.007060272551043603	0.046888238827528336	TRUE
STAC3	50.000577561689866	0.44130436186913147	0.19821579237391954	0.0018143640811190145	0.025310434213879632	TRUE
C5	172.20042416217447	0.4412593797257521	0.15738682491250847	0.00041401525085106756	0.014312328182179045	TRUE
HES2	36.37150065615553	0.44115952734446573	0.20646501499134393	0.0022773371245357545	0.027804160775931997	TRUE
CD93	202.88398029224274	0.44114177867403664	0.4141696005952448	0.009420522211448871	0.05421968156419504	FALSE
RN7SL508P	14.590035329773048	0.4411022778640779	0.3238489435646524	0.0079844713577172325	0.04981753020465055	TRUE
C1orf167-AS1	17.519695857121974	0.4409219421101247	0.3441773208919623	0.00839695190434903	0.051084638899783756	FALSE
PNLIPRP1	20.138644467897937	0.4408412646385383	0.20358334200817182	0.002146693690955252	0.027286014421625558	TRUE
EPM2A-DT	703.0054427561961	0.4405752548777076	0.16128931801523863	4.974658666535183e-4	0.015389173810043701	TRUE
CFAP299	35.276948704613226	0.4404898622707078	0.18719115846758191	0.0013498300542256923	0.02253414257316811	TRUE
RHOBTB3	3184.4188392716537	0.44040959840950417	0.15600162264670892	4.380478817780853e-4	0.01460159346798409	TRUE
THUMPD3-AS1	314.7289609150207	0.44028854388400335	0.11471484342174694	1.1496515406832562e-5	0.003554577925573566	TRUE
LOC101928882	23.576085629911795	0.44004128001731896	0.20476425476674145	0.002186607605095263	0.027527001617764807	TRUE
LOC107984322	7.928630969322751	0.4397592130958411	0.2664698180107749	0.005259777219103878	0.04097792350173391	TRUE
APOBEC3F	81.05571681096629	0.43967721064881254	0.13143680991810347	7.308257193375044e-5	0.007468777842443817	TRUE
LINC02780	52.03368025467206	0.43949600435012837	0.17403610783429305	8.998457386326537e-4	0.0193288959601711	TRUE
PRODH	2194.4122025388233	0.4392904808768374	0.2437752148203213	0.0044977880163430935	0.03779859150885686	TRUE
TERB2	7.441555103009808	0.4392560499124478	0.31042928471132936	0.007492396890316398	0.04823283172472525	TRUE
RN7SL440P	34.53284321592366	0.4391591988816511	0.2524825453005515	0.0047029706189004854	0.038657236412161546	TRUE
SNTN	32.3623676557036	0.4390862144833573	0.19706736922180584	0.0017940093814162639	0.025210842700663667	TRUE
RN7SL69P	3.3450322921584603	0.43903345426650403	0.29817112259900985	0.007010611667737298	0.04669389650795525	TRUE
CCL16	31.40627032577742	0.4389234244192577	0.15757747930210195	4.5757385331612345e-4	0.014912870239459678	TRUE
LINC02839	5.682112296859076	0.43889458846243073	0.33192561611278404	0.008506356316111444	0.05137846374550833	FALSE
NPAS3	1114.3467969880273	0.4386916644965326	0.12570179799840248	4.515062984608398e-5	0.006189151008602123	TRUE
BMP4	123.23362368019825	0.43800139511671693	0.18343550707714398	0.0012347434677617661	0.02203207715800441	TRUE
RNU6-529P	21.687725585228073	0.43791145217982413	0.2274216880697912	0.003530021089504504	0.03350188742592388	TRUE
LINC00052	20.234338517336525	0.4377614168888498	0.27744074204955366	0.006053450131182296	0.04364585209544098	TRUE
ACAA2	646.8148027728446	0.43769987735604393	0.11435520204410907	1.2144518695856153e-5	0.003564260538276142	TRUE
LINC00399	9.88434797336261	0.4376255224342937	0.24291568179583184	0.00451088659355449	0.03788085689642311	TRUE
OR10K2	5.284730248456186	0.4374067935036451	0.31745478410748174	0.007825907516984382	0.04921721837329848	TRUE
LINC01732	14.78508509091672	0.43739531888015093	0.1887477514840772	0.0015521612763624963	0.023799113153710826	TRUE
RNU2-46P	4.721818913309262	0.4373558526900553	0.3195729636541775	0.008123132996262945	0.05025296523584622	FALSE
LOC101927575	60.80359306196642	0.4373519637297956	0.2351582313869582	0.003825499782121784	0.03485716165245536	TRUE
GPT2	3158.5042963105907	0.43726854102195584	0.14208159731054854	1.7908354175218762e-4	0.010202995078093436	TRUE
NR5A2	25.9319768373127	0.4372658250817019	0.16813852678629268	7.326796346056694e-4	0.017662931329266822	TRUE
LINC00477	17.776306749356216	0.43719872099863766	0.18725186865791413	0.001475339053764674	0.0234532929171298	TRUE
LINC01583	19.603031394289577	0.43692645710298844	0.17927066640179928	0.0011429768357024625	0.02112063372667849	TRUE
STON2	895.7538265126996	0.43671326501527086	0.1775153336972442	0.0010704436802380444	0.02059209809076413	TRUE
POU2AF3	65.70699595343476	0.4366775732137558	0.13675372650819725	1.2272966901276207e-4	0.008809286218940929	TRUE
CLEC1B	9.028291754919017	0.43658906715742224	0.31550974333413306	0.007659732700352332	0.048639833835358005	TRUE
RN7SL577P	7.451275413881712	0.4361440003649349	0.2278346674883873	0.003505777916668414	0.03341143549890647	TRUE
INTU	2667.119586454861	0.43609776240751724	0.13155452553765593	8.078227239243542e-5	0.007536811695414598	TRUE
RN7SL101P	3.0998914232950487	0.43606298178878555	0.4913940699667017	0.010098600313544656	0.0560837356568812	FALSE
CSNK2A3	19.160034641738907	0.4359770889045132	0.28300744475559575	0.006414939549302655	0.04494540892106657	TRUE
LINC02453	24.181829695311723	0.4359452000695143	0.22494401415559967	0.0033409039814267976	0.03266647924778357	TRUE
GFI1B	61.72515730395819	0.4359324446098566	0.1599032721264328	5.257110685463921e-4	0.015830732908472017	TRUE
ANKRD20A5P	257.0724587682314	0.4357700426682339	0.19060659548413744	0.0015724722234004421	0.02395012251369456	TRUE
IL1R2	12.577197879321126	0.4357340944100727	0.20791642406850916	0.0024469028060391264	0.02883671159864227	TRUE
RN7SL156P	10.640450418272962	0.43558125393968766	0.21987229816160497	0.0031545433312070424	0.03213787536181202	TRUE
MIR3667HG	55.57089932459046	0.43548078649672045	0.16506425705243644	6.469041066812443e-4	0.016828328193348913	TRUE
FAM167A-AS1	28.005289913089175	0.4354678092546131	0.192355368909523	0.001744019760190842	0.024894331933016083	TRUE
A4GALT	173.56049379226786	0.43543794059896385	0.12443199619782097	4.163011600813182e-5	0.005919233637628283	TRUE
ADGRF1	110.68358091888442	0.4352256945536505	0.17861560844943683	0.0011336014643978946	0.021046094741935563	TRUE
MARVELD3	74.80173897609966	0.43501536279231423	0.15930164722941315	5.09706128956667e-4	0.01556678184566725	TRUE
RN7SL561P	3.509719083374714	0.4349762484177864	0.35077334620007355	0.008960994265527072	0.052867398633024094	FALSE
TRIOBP	1029.9657549601395	0.4345427544412087	0.10566421303779094	3.722596211674899e-6	0.0020709348642901945	TRUE
LOC439933	14.09012986360652	0.4344376558566883	0.1964534395117104	0.0019406789910037968	0.02610130575020139	TRUE
LSAMP-AS1	14.632424011418554	0.43443276978859396	0.22549218993070486	0.00361510963476356	0.033930746108654125	TRUE
TBC1D8B	1380.5399928627683	0.4343749890962721	0.1949018282516951	0.0019026899781669658	0.025929628332860458	TRUE
LOC105374428	5.74712548560314	0.43421717929456166	0.3060135541550371	0.007409388782078202	0.04791404745743904	TRUE
OR2H2	69.71316527676288	0.43409681685707746	0.16027689904531187	5.476433474518305e-4	0.016189694441688853	TRUE
RN7SL452P	3.4660227336743157	0.43406813680947703	0.3753590600249436	0.009574546452737654	0.05471305975937853	FALSE
NLRP12	45.36764304047209	0.4340063756742657	0.17462427885297874	0.0010155044282544737	0.020135191769500852	TRUE
ZNF341-AS1	3.812740093034715	0.43400292155651804	0.3337197606391114	0.008168913132279423	0.050377898551762	FALSE
CD3G	56.0970290879782	0.4339623785814085	0.16971821800510795	8.071607629140881e-4	0.01854424959978516	TRUE
OR12D3	6.25143777580726	0.43393465402215886	0.3095952436466613	0.007428407562471477	0.04795575463059702	TRUE
OR10H1	143.4708665546057	0.4338652471606565	0.18085501914957106	0.0012817426078578751	0.022175385408224876	TRUE
ZNF492	43.67944760769289	0.4337323911648817	0.15470365570177577	4.176245630535894e-4	0.014333225633317492	TRUE
ICAM4	10.887289342009877	0.4337276169252569	0.5114533080052063	0.01024398061396492	0.05648005881861391	FALSE
EFHC1	932.8225446795603	0.43366445259497105	0.16203516122722839	6.817003688127112e-4	0.0172751786522645	TRUE
LINC00330	18.125356426500158	0.43335685945958324	0.18481128114766582	0.0013766424929234943	0.02272909857643182	TRUE
LINC02624	19.82807850752337	0.433250630055209	0.23196550137677202	0.0039331713282865065	0.03531520371856825	TRUE
LINC02245	37.29473586298698	0.43318942046911235	0.16641679009245702	7.332363990577017e-4	0.017662931329266822	TRUE
RN7SL364P	3.3820793840423415	0.43318533979678225	0.4008145040895581	0.009782391787800177	0.05523314582666043	FALSE
LIMD1	431.097603088921	0.4328638562779313	0.10217653419993793	2.2479395963063656e-6	0.001659994620601462	TRUE
C16orf89	346.9180553036896	0.43274356889608434	0.18625594801618453	0.0014830502428375754	0.02351107074725608	TRUE
ARL17A.1	271.5322283591064	0.43273593614713424	0.16496950779430072	7.050457445876594e-4	0.017446794720965393	TRUE
CD28	20.250466074580537	0.4325633349780594	0.19494930029368604	0.0019056894463326192	0.025929628332860458	TRUE
ZNF337-AS1	335.811899444223	0.43253579544864734	0.17232502006725245	9.280583238034689e-4	0.019544720467809574	TRUE
LOC101929653	75.55961467736388	0.43238573620335524	0.23467974590599952	0.0040599731454777944	0.03585683072773058	TRUE
LINC01068	2.601581901378541	0.43236626955026886	0.7099676029826398	0.009636450137999032	0.05479046162213811	FALSE
ITGA10	229.2206725446863	0.432351067910435	0.1674366904984975	7.614089603675358e-4	0.017932277696228013	TRUE
LINC01602	23.02548762719343	0.43229580109025456	0.2085503721312709	0.0026426382107830413	0.029683647655174377	TRUE
LINC00907	103.70876676109457	0.4322487803799308	0.1906020077640248	0.0016961657084917478	0.024684440812964458	TRUE
SH2D7	40.43580668377617	0.43223875603437606	0.15323153655892588	4.119568441269011e-4	0.014301421069505382	TRUE
LINC00410	53.146495716652154	0.43215676365337663	0.20102669027053405	0.002222982456863789	0.027692319715296378	TRUE
ABI3BP	380.58972983522665	0.4319477111811069	0.20479530013781283	0.0023737304201460288	0.028344612893045754	TRUE
LOC124904027	110.50729866555564	0.4319165128733209	0.18119360397808656	0.0013515190764100966	0.02253414257316811	TRUE
ESRG	452.57965379531913	0.43183744928523826	0.1578621433860733	5.090005306339024e-4	0.01556678184566725	TRUE
EPHB4	318.9670013750686	0.4316023474245465	0.14951453926178584	3.2615680272396583e-4	0.013204072790090202	TRUE
PYGM	872.4231306765668	0.43145955443460826	0.17077942262333637	9.819764196520608e-4	0.019861361642749095	TRUE
LOC101926964	58.246536972676836	0.43144451393131894	0.15165034094470062	3.785280505551203e-4	0.013764854246850323	TRUE
LINC00942	13.730587082997435	0.4314180046552926	0.1693041431900981	8.367817750652874e-4	0.018853945270467087	TRUE
LOC100133077	83.45353961133227	0.4310545913407797	0.2207905105910471	0.0032144654604890598	0.03232515962080733	TRUE
RNU2-65P	6.589921897982537	0.4307650550389129	0.319660456557526	0.007965799936045908	0.049755087270729574	TRUE
RUNX1	169.44739720373667	0.4304738580989266	0.20182862150982583	0.0022740805781721303	0.027804160775931997	TRUE
ABHD4	809.2083237182524	0.4302814868644542	0.13687336138767936	1.5162778766514217e-4	0.009659276446444959	TRUE
LOC107987014	150.3833330356921	0.4302205089272446	0.191997044683445	0.0017923905270570803	0.025203565077021307	TRUE
FENDRR	105.94040558278476	0.4300794940389597	0.18797649212397877	0.0016211323856000382	0.024265430251078704	TRUE
POT1-AS1	291.77608870550614	0.42995587741362024	0.162519791411433	6.540037581311496e-4	0.016943152091075827	TRUE
RN7SL269P	12.004415082963924	0.42994759193071846	0.2616260058739936	0.0056995356425000076	0.04252580023920696	TRUE
FCN1	90.96966960856042	0.4298937301539082	0.1568754926797628	5.084686906628688e-4	0.01556678184566725	TRUE
SCARNA7	6.184093349983391	0.42986673887932275	0.26443303177709826	0.005955778165257022	0.04337285499882122	TRUE
OR1A1	305.9520504376105	0.4297073628411942	0.19787870250776518	0.002112841628030045	0.027065530815746152	TRUE
CLEC4E	59.96910194164633	0.42968548674085555	0.20330108421679277	0.002381039125342203	0.02837415286690979	TRUE
LOC101929563	47.7740012820412	0.4294536511228277	0.15528259887262155	4.803448207214936e-4	0.015035904532468678	TRUE
RNU2-24P	11.207622589459577	0.4294295577047653	0.2665228613804806	0.005852259862095473	0.04298626279124984	TRUE
FOXD2-AS1	15.996100679106533	0.428849378883224	0.20632903191163932	0.0024897805339178535	0.028966363665319253	TRUE
PITPNM2-AS1	40.350119983640006	0.42873521677109316	0.17271221157360658	0.001011973327397285	0.020130234654329133	TRUE
LINC01592	14.35963081491393	0.4284696116123267	0.2585187440454216	0.005588804169243339	0.042156037398912057	TRUE
LRP5	836.9974681329147	0.4284530208044752	0.12779365132616588	7.242111868426195e-5	0.007452869979196657	TRUE
LINC02141	20.050700507770728	0.42835857649897596	0.20322584348439302	0.0024126674755952844	0.028631821592186236	TRUE
PPIAL4E	16.966544891247654	0.4283574922501211	0.21188020835296612	0.0028286910320967037	0.030697898579808664	TRUE
ELOVL2	504.64277316277514	0.42800663078968887	0.1971818732829116	0.0021065132727977084	0.027015975939888033	TRUE
STAP2	87.09175101486113	0.42796844804300493	0.12697236326692282	6.956977340554223e-5	0.007373107651850337	TRUE
MIR5094	2.611808943895053	0.427823219574486	0.3781933587045541	0.009987441083673084	0.0558048575268353	FALSE
RDH5	41.18846963436723	0.42772448929108586	0.1368037043496755	1.6369366782455536e-4	0.00978400899174862	TRUE
AQP3	129.99804227593722	0.42762771847308867	0.13045343032203788	9.314111545203551e-5	0.007838920643117635	TRUE
LINC01249	27.958119438247326	0.42757878722995807	0.3066818636470002	0.007819220806273654	0.04918867894949615	TRUE
LOC124905270	2.7607996458268853	0.42753792604354296	0.3598188997287088	0.009403715393980461	0.05416956537468563	FALSE
OR5AN1	266.4761032800168	0.4274306549579342	0.1708967766445024	9.674211542227892e-4	0.019771633117009045	TRUE
MSX1	174.7882428812963	0.4274115454106874	0.18520414935035429	0.001531270918400301	0.023669043797447463	TRUE
ACTG2	144.15619725438447	0.42737230533432663	0.20399362946293212	0.0025594177193536856	0.029324419635357642	TRUE
STK4-DT	36.9018845819988	0.42732006964191066	0.22692720311015663	0.003767713750284979	0.034597073073214496	TRUE
GAPT	27.899619175496436	0.42731203401177703	0.20783908620861552	0.0027381292262592095	0.03025157058278273	TRUE
PCLAF	82.97353347848721	0.4271919901564419	0.18617363118636587	0.0016155145360306588	0.024250727054959894	TRUE
COPZ2	77.32097702303716	0.42715994876196733	0.122844743004567	4.776847718045145e-5	0.006252658917071612	TRUE
HSD52	62.83235404531242	0.42704478200649265	0.19546594900943134	0.002074047048581279	0.026839505390685497	TRUE
FSIP2	442.1883146428549	0.42701221797321964	0.18390479389523215	0.0016491030380051375	0.024418671892634934	TRUE
SRARP	179.58026950111991	0.4269856536021249	0.14692515883926283	3.1188958864549675e-4	0.012919017348147977	TRUE
MIR548Q	2.6211490749752233	0.42686552658312427	0.4283971277926492	0.010116560191710455	0.05612128940685402	FALSE
POLN	305.14752748637517	0.4267939719461452	0.1404971259760334	2.1214040353978756e-4	0.011048198431652365	TRUE
CNTNAP2-AS1	12.14742616969835	0.4267047413916092	0.23293808634063576	0.004376642743709661	0.03734563977022972	TRUE
MSLN	18.131933817534218	0.42659909741890645	0.2226857078670764	0.6754549297002634	0.7882562727036587	FALSE
